Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Coimbatore,41089,Diesel,Automatic,First,1995.0,184.0,5.0,28.79,BMW,X3,6,16.09
Mumbai,41988,Diesel,Automatic,First,1968.0,138.1,5.0,5.45,Skoda,Laura,9,20.0
Delhi,72486,Diesel,Manual,First,1248.0,74.0,5.0,3.95,Maruti,Swift,7,23.4
Pune,92000,Diesel,Automatic,First,1984.0,150.0,5.0,16.0,Volvo,V40,7,23.3
Delhi,40000,Petrol,Manual,First,1298.0,85.8,5.0,4.25,Maruti,Swift,7,17.5
Bangalore,56000,Diesel,Automatic,First,2179.0,187.7,5.0,34.5,Land,Rover,6,12.7
Mumbai,125000,Petrol,Automatic,Third,2354.0,177.6,5.0,2.6,Honda,Accord,12,11.7
Kochi,29219,Diesel,Manual,First,2494.0,100.6,8.0,13.48,Toyota,Innova,3,12.99
Hyderabad,39927,Diesel,Manual,First,2982.0,168.5,7.0,32.1,Toyota,Fortuner,2,12.55
Kochi,38593,Petrol,Manual,First,1199.0,88.7,5.0,6.17,Honda,Jazz,2,18.7
Kolkata,32000,Petrol,Manual,First,1497.0,118.0,5.0,5.5,Honda,City,5,17.0
Hyderabad,28226,Diesel,Automatic,First,1248.0,73.75,5.0,9.15,Maruti,Dzire,3,28.4
Pune,95000,Diesel,Manual,First,1461.0,84.8,5.0,4.5,Nissan,Sunny,6,21.64
Chennai,194000,Diesel,Manual,First,2494.0,100.6,8.0,10.5,Toyota,Innova,6,12.99
Coimbatore,14821,Petrol,Manual,First,1198.0,86.8,5.0,5.37,Honda,Brio,4,19.4
Bangalore,52000,Petrol,Manual,First,1598.0,103.6,5.0,5.45,Volkswagen,Vento,8,15.04
Mumbai,33000,Diesel,Manual,First,2179.0,140.0,7.0,9.25,Mahindra,XUV500,4,16.0
Chennai,29200,Diesel,Manual,First,1498.0,98.96,5.0,7.7,Ford,EcoSport,4,23.0
Hyderabad,99754,Diesel,Manual,First,1968.0,108.49,5.0,7.99,Skoda,Yeti,8,17.72
Chennai,49000,Petrol,Manual,First,1197.0,78.9,5.0,3.0,Hyundai,i10,8,20.36
Hyderabad,299322,Diesel,Manual,First,2494.0,102.0,8.0,4.0,Toyota,Innova,15,12.8
Coimbatore,38310,Diesel,Manual,First,1248.0,88.7,5.0,6.69,Tata,Zest,2,20.65
Delhi,56000,Diesel,Manual,First,1248.0,74.0,5.0,4.25,Maruti,Swift,6,22.9
Kolkata,31300,Diesel,Automatic,First,1498.0,108.4,5.0,10.5,Skoda,Rapid,3,21.72
Coimbatore,11241,Diesel,Manual,First,2393.0,147.8,8.0,22.55,Toyota,Innova,1,13.68
Pune,48000,Petrol,Manual,Second,1591.0,121.3,5.0,5.2,Hyundai,Verna,6,17.01
Coimbatore,23882,Petrol,Manual,First,1497.0,117.3,5.0,11.87,Honda,City,1,17.4
Hyderabad,65000,Diesel,Manual,First,1498.0,98.6,5.0,6.99,Honda,City,6,26.0
Jaipur,50000,Diesel,Manual,First,1598.0,103.6,5.0,5.0,Volkswagen,Vento,9,20.54
Chennai,25000,Diesel,Automatic,First,2967.0,,5.0,44.0,Audi,Q5,6,12.19
Chennai,21000,Petrol,Manual,First,796.0,47.3,5.0,2.79,Maruti,Alto,5,22.74
Pune,148000,Diesel,Manual,Second,1248.0,88.8,5.0,2.9,Tata,Manza,8,21.12
Delhi,68000,Petrol,Manual,First,1591.0,121.3,5.0,9.85,Hyundai,Creta,4,15.29
Bangalore,52000,Diesel,Automatic,First,2987.0,224.0,7.0,49.0,Mercedes-Benz,GL-Class,6,12.0
Jaipur,19000,Diesel,Manual,First,2498.0,105.0,6.0,9.25,Mahindra,Thar,4,16.55
Mumbai,74000,Diesel,Manual,Second,1582.0,126.3,5.0,3.75,Hyundai,Verna,9,22.32
Coimbatore,30279,Diesel,Manual,First,1498.0,99.0,5.0,7.29,Ford,Aspire,3,26.1
Mumbai,20000,Diesel,Automatic,First,1496.0,113.98,4.0,23.5,Mini,Cooper,4,20.7
Hyderabad,34834,Petrol,Manual,First,796.0,35.0,5.0,2.6,Maruti,Omni,7,14.0
Pune,90000,Diesel,Manual,Second,1461.0,65.0,5.0,3.1,Mahindra,Verito,5,21.03
Coimbatore,38730,Diesel,Automatic,First,2143.0,203.0,5.0,29.98,Mercedes-Benz,E-Class,4,14.21
Kochi,57390,Diesel,Manual,First,1461.0,108.45,5.0,6.73,Renault,Duster,4,19.01
Kolkata,100000,Diesel,Manual,First,1248.0,74.0,5.0,3.5,Maruti,Swift,4,23.4
Kolkata,50000,Petrol,Manual,First,1198.0,73.9,5.0,2.35,Volkswagen,Polo,9,16.47
Coimbatore,64961,Diesel,Manual,First,2179.0,140.0,7.0,16.13,Mahindra,XUV500,3,16.0
Coimbatore,72465,Petrol,Manual,First,1198.0,74.0,5.0,5.9,Volkswagen,Polo,6,16.47
Hyderabad,68776,Petrol,Manual,First,1197.0,85.8,5.0,3.9,Maruti,Ritz,8,21.1
Pune,150000,Petrol,Manual,First,1598.0,,5.0,1.5,Chevrolet,Optra,15,14.7
Delhi,68000,Diesel,Manual,First,2494.0,102.0,7.0,6.95,Toyota,Innova,8,12.8
Delhi,33000,Diesel,Manual,First,1498.0,98.6,5.0,7.0,Honda,City,5,26.0
Coimbatore,22389,Petrol,Manual,First,1198.0,73.75,5.0,7.23,Volkswagen,Ameo,3,17.0
Mumbai,90000,Diesel,Manual,First,1248.0,88.8,5.0,3.81,Maruti,SX4,8,21.5
Chennai,42000,Petrol,Manual,Third,1197.0,85.8,5.0,4.5,Maruti,Swift,8,18.6
Pune,38767,Diesel,Manual,First,1582.0,126.2,5.0,12.6,Hyundai,Creta,3,19.67
Bangalore,21000,Diesel,Automatic,First,2967.0,,7.0,48.0,Audi,Q7,5,12.07
Coimbatore,59136,Petrol,Manual,First,796.0,46.3,5.0,2.96,Maruti,Alto,10,19.7
Kolkata,36000,Diesel,Manual,First,1498.0,98.6,5.0,3.25,Honda,Amaze,6,25.8
Chennai,95000,Diesel,Automatic,Second,1968.0,167.7,5.0,8.5,Volkswagen,Passat,9,18.33
Mumbai,51000,Diesel,Automatic,First,1582.0,126.24,5.0,8.75,Hyundai,Elantra,7,19.5
Kochi,36411,Petrol,Manual,First,998.0,67.1,5.0,3.08,Maruti,Wagon,9,18.9
Mumbai,40000,Diesel,Automatic,First,1999.0,148.31,7.0,41.5,Land,Rover,3,12.81
Pune,27300,Petrol,Manual,First,1497.0,117.3,5.0,7.0,Honda,City,4,17.8
Kochi,29813,Petrol,Automatic,Second,1991.0,181.03,5.0,11.5,Mercedes-Benz,New,9,14.74
Pune,71000,Petrol,Manual,First,998.0,67.04,5.0,2.6,Maruti,Wagon,9,20.51
Kolkata,32000,Diesel,Manual,First,1582.0,126.3,5.0,4.3,Hyundai,Verna,6,22.32
Mumbai,19234,CNG,Manual,First,1373.0,80.46,7.0,8.35,Maruti,Ertiga,3,24.5
Jaipur,50510,Diesel,Automatic,First,1968.0,141.0,5.0,24.9,Volkswagen,Tiguan,3,17.06
Pune,102000,Diesel,Automatic,First,1995.0,177.0,5.0,13.75,BMW,X1,9,15.06
Kolkata,42277,Diesel,Manual,First,1186.0,73.97,5.0,3.85,Hyundai,Grand,6,24.0
Mumbai,46000,Diesel,Automatic,First,2143.0,201.1,5.0,23.25,Mercedes-Benz,E-Class,6,13.0
Chennai,35000,Diesel,Manual,First,2523.0,,7.0,7.0,Mahindra,Bolero,8,13.6
Bangalore,50000,Petrol,Manual,First,1197.0,82.0,5.0,5.75,Hyundai,Grand,5,18.9
Mumbai,62000,Petrol,Manual,Second,1197.0,78.9,5.0,1.65,Hyundai,i10,12,20.36
Mumbai,78000,Diesel,Manual,First,1968.0,138.1,5.0,6.5,Volkswagen,Jetta,8,19.33
Chennai,79000,Diesel,Manual,First,1968.0,138.08,5.0,7.5,Skoda,Yeti,9,17.67
Kochi,6773,Diesel,Automatic,First,2967.0,,7.0,72.94,Audi,Q7,1,14.75
Chennai,135000,Diesel,Manual,Second,2982.0,171.0,7.0,11.0,Toyota,Fortuner,10,11.5
Kochi,36716,Petrol,Manual,First,1061.0,67.0,5.0,3.02,Maruti,Wagon,7,18.9
Coimbatore,65060,Petrol,Manual,First,814.0,55.2,5.0,3.32,Hyundai,EON,7,21.1
Delhi,33000,Petrol,Manual,First,1198.0,86.8,5.0,3.24,Honda,Brio,7,19.4
Kolkata,11110,Petrol,Manual,First,796.0,47.3,5.0,2.35,Maruti,Alto,5,22.74
Jaipur,63000,Diesel,Manual,First,2523.0,62.1,7.0,5.5,Mahindra,Bolero,7,15.96
Mumbai,27030,Petrol,Manual,First,1497.0,117.3,5.0,6.75,Honda,City,5,17.8
Mumbai,19600,Petrol,Manual,First,1598.0,103.52,5.0,6.15,Skoda,Rapid,5,15.0
Pune,27755,Petrol,Manual,First,1197.0,81.8,5.0,5.45,Maruti,Swift,4,22.0
Hyderabad,20000,Petrol,Manual,Second,814.0,55.2,5.0,2.3,Hyundai,EON,7,21.1
Kochi,24782,Petrol,Manual,First,1197.0,83.14,5.0,6.21,Maruti,Swift,5,20.85
Coimbatore,47303,Petrol,Automatic,First,1198.0,76.0,5.0,5.21,Nissan,Micra,6,19.34
Delhi,71000,Petrol,Automatic,First,,,7.0,11.99,Audi,Q7,12,8.3
Pune,135000,Diesel,Manual,First,1248.0,75.0,5.0,3.1,Maruti,Swift,10,17.8
Jaipur,1000,Diesel,Manual,First,2179.0,138.03,5.0,7.5,Tata,Xenon,3,13.49
Kolkata,29000,Diesel,Manual,First,1498.0,88.8,5.0,4.0,Volkswagen,Polo,4,20.14
Kochi,36367,Petrol,Manual,First,1497.0,117.3,5.0,7.73,Honda,City,4,17.8
Bangalore,38000,Petrol,Manual,First,1497.0,117.3,5.0,7.8,Honda,City,5,17.4
Hyderabad,83969,Petrol,Manual,First,796.0,37.0,4.0,1.3,Maruti,800,9,16.1
Jaipur,82621,Diesel,Manual,First,1498.0,88.8,5.0,4.42,Volkswagen,Polo,6,20.14
Pune,89000,Diesel,Automatic,First,1991.0,147.9,7.0,4.0,Chevrolet,Captiva,11,12.5
Kolkata,54000,Diesel,Manual,First,2179.0,140.0,7.0,13.0,Mahindra,XUV500,4,16.0
Kochi,61691,Diesel,Manual,First,1498.0,98.6,5.0,5.38,Honda,Amaze,5,25.8
Chennai,32200,Petrol,Manual,Second,1197.0,80.0,5.0,3.25,Hyundai,i20,9,17.0
Jaipur,68630,Petrol,Automatic,First,998.0,67.0,5.0,3.87,Maruti,Wagon,4,20.51
Mumbai,61000,Diesel,Automatic,Second,1968.0,138.03,5.0,8.25,Volkswagen,Jetta,6,16.96
Mumbai,32644,Petrol,Manual,First,1373.0,91.1,5.0,9.28,Maruti,Ciaz,2,20.73
Delhi,85000,Diesel,Automatic,First,2179.0,120.0,7.0,6.25,Mahindra,Scorpio,8,11.79
Mumbai,75000,Petrol,Manual,Second,1150.0,74.9,5.0,1.15,Chevrolet,Aveo,12,15.26
Kochi,40347,Petrol,Manual,First,1373.0,91.2,5.0,7.8,Maruti,Ciaz,4,20.73
Hyderabad,60788,Diesel,Manual,First,1396.0,90.0,5.0,4.5,Hyundai,i20,8,23.0
Kochi,18664,Petrol,Manual,First,1199.0,88.7,5.0,7.56,Honda,Jazz,2,18.7
Coimbatore,57847,Diesel,Manual,First,2179.0,140.0,7.0,16.08,Mahindra,XUV500,3,16.0
Bangalore,52237,Petrol,Manual,First,1197.0,80.0,5.0,4.5,Hyundai,i20,8,17.0
Chennai,128000,Diesel,Manual,First,1582.0,126.32,5.0,5.0,Hyundai,Verna,8,22.32
Delhi,54000,Petrol,Manual,First,1086.0,68.05,5.0,2.2,Hyundai,i10,9,19.81
Bangalore,49800,Petrol,Automatic,First,998.0,67.04,5.0,4.0,Maruti,Celerio,6,23.1
Kolkata,98000,Diesel,Manual,First,1199.0,73.9,5.0,2.51,Skoda,Fabia,8,20.86
Delhi,60095,Diesel,Manual,First,1248.0,74.0,5.0,4.75,Maruti,Swift,5,25.2
Pune,68000,Petrol,Manual,Second,1086.0,66.7,5.0,2.0,Hyundai,i10,12,16.0
Jaipur,81402,Petrol,Manual,Second,1197.0,78.9,5.0,2.1,Hyundai,i10,10,20.36
Mumbai,38000,Petrol,Automatic,First,1499.0,110.0,5.0,6.25,Ford,Ecosport,7,16.5
Kochi,92239,Diesel,Automatic,Second,2987.0,210.0,5.0,10.6,Mercedes-Benz,E-Class,9,11.5
Ahmedabad,49224,Diesel,Manual,First,1248.0,74.0,5.0,6.0,Maruti,Swift,3,25.2
Jaipur,12000,Petrol,Manual,Second,796.0,37.0,4.0,0.45,Maruti,800,16,16.1
Pune,54898,Petrol,Manual,Third,1298.0,88.2,5.0,2.5,Maruti,Swift,10,16.1
Mumbai,2500,Petrol,Manual,First,1591.0,121.3,5.0,12.75,Hyundai,Creta,2,15.29
Kochi,32838,Diesel,Automatic,First,1995.0,190.0,5.0,30.29,BMW,X1,3,17.05
Hyderabad,27076,Petrol,Manual,First,1299.0,70.0,5.0,1.6,Ford,Ikon,14,13.8
Kochi,75445,Diesel,Manual,First,1498.0,89.84,5.0,7.54,Ford,Ecosport,3,22.7
Kochi,46601,Petrol,Manual,First,1373.0,91.1,5.0,6.84,Maruti,Ciaz,5,20.73
Kolkata,72000,Diesel,Automatic,First,1968.0,167.7,5.0,6.0,Volkswagen,Passat,8,18.33
Pune,27000,Diesel,Manual,First,1498.0,98.6,5.0,8.0,Honda,Jazz,3,27.3
Coimbatore,68193,Diesel,Automatic,First,1968.0,174.33,5.0,24.74,Audi,A4,4,17.11
Kochi,34429,Diesel,Manual,First,1120.0,70.0,5.0,5.5,Hyundai,Grand,3,24.0
Delhi,46000,Diesel,Automatic,First,2987.0,224.0,7.0,36.0,Mercedes-Benz,GL-Class,7,12.0
Coimbatore,80544,Diesel,Manual,First,2494.0,100.6,7.0,11.79,Toyota,Innova,7,12.99
Jaipur,42000,Petrol,Manual,Second,1498.0,97.7,5.0,3.0,Nissan,Sunny,9,16.95
Bangalore,94821,Diesel,Automatic,Second,1968.0,138.1,5.0,6.75,Skoda,Laura,9,20.0
Jaipur,100000,Petrol,Manual,First,1399.0,92.7,5.0,1.4,Chevrolet,Aveo,14,14.49
Mumbai,57000,Diesel,Manual,First,1498.0,98.6,7.0,5.75,Honda,Mobilio,6,24.2
Hyderabad,79894,Diesel,Manual,First,1248.0,73.9,5.0,3.4,Maruti,Ritz,10,21.1
Coimbatore,44748,Petrol,Manual,Second,1198.0,73.9,5.0,4.89,Volkswagen,Polo,9,16.47
Mumbai,31000,Petrol,Manual,First,1598.0,102.5,5.0,4.95,Nissan,Terrano,7,13.24
Coimbatore,60587,Petrol,Automatic,Second,998.0,66.1,5.0,3.49,Maruti,A-Star,7,16.98
Pune,32000,Diesel,Manual,First,1364.0,,5.0,3.85,Toyota,Etios,9,23.59
Pune,43772,Petrol,Manual,First,1497.0,118.0,5.0,6.35,Honda,City,6,17.0
Coimbatore,23576,Petrol,Automatic,First,1197.0,82.0,5.0,7.08,Hyundai,Grand,3,18.9
Hyderabad,4000,Diesel,Automatic,First,1999.0,177.0,5.0,38.0,Jaguar,XE,3,13.6
Kolkata,62000,Diesel,Manual,First,2179.0,120.0,8.0,6.25,Mahindra,Scorpio,8,12.05
Mumbai,36000,Petrol,Automatic,First,1796.0,186.0,5.0,10.15,Mercedes-Benz,New,9,11.74
Delhi,80000,Petrol,Automatic,First,1798.0,157.75,5.0,10.75,Skoda,Superb,6,13.7
Pune,137008,Diesel,Automatic,First,1991.0,147.9,4.0,4.65,Chevrolet,Cruze,8,18.1
Delhi,61001,Diesel,Manual,First,2179.0,120.0,8.0,4.75,Mahindra,Scorpio,10,12.05
Coimbatore,52191,Petrol,Manual,First,1591.0,121.3,5.0,7.78,Hyundai,Verna,5,17.1
Hyderabad,77076,Diesel,Manual,First,1396.0,90.0,5.0,6.75,Hyundai,i20,4,23.0
Hyderabad,56000,Petrol,Automatic,First,1497.0,78.0,5.0,2.99,Honda,City,12,16.4
Kolkata,21000,Petrol,Manual,First,1197.0,78.9,5.0,2.35,Hyundai,i10,7,20.36
Delhi,89429,Diesel,Manual,First,1498.0,98.6,5.0,3.65,Honda,Amaze,7,25.8
Delhi,45631,Petrol,Manual,Second,998.0,67.04,5.0,2.74,Maruti,Wagon,8,22.5
Jaipur,53959,Petrol,Manual,First,1198.0,86.8,5.0,3.5,Honda,Brio,7,19.4
Kochi,55804,Petrol,Manual,First,1197.0,80.0,5.0,4.76,Hyundai,i20,6,17.0
Kochi,25899,Petrol,Manual,First,1598.0,103.2,5.0,6.2,Volkswagen,Vento,4,15.04
Pune,82000,Diesel,Manual,Second,1896.0,66.0,5.0,2.35,Skoda,Octavia,12,18.7
Mumbai,52000,Diesel,Automatic,First,2143.0,204.0,5.0,24.5,Mercedes-Benz,E-Class,6,13.0
Pune,20000,Petrol,Manual,First,1598.0,102.57,5.0,6.0,Renault,Duster,7,13.24
Hyderabad,31829,Petrol,Manual,First,814.0,55.2,5.0,3.65,Hyundai,EON,3,21.1
Coimbatore,18094,Petrol,Manual,Second,1197.0,85.8,5.0,6.26,Maruti,Swift,4,18.6
Jaipur,80000,Diesel,Manual,Second,1461.0,,5.0,2.1,Nissan,Micra,9,19.5
Mumbai,11964,Diesel,Automatic,First,2967.0,,5.0,32.95,Audi,Q5,5,13.22
Coimbatore,22684,Petrol,Manual,First,1197.0,81.83,5.0,7.8,Hyundai,i20,2,18.6
Bangalore,43521,Petrol,Manual,First,1198.0,86.8,5.0,4.25,Honda,Brio,6,19.4
Kochi,49386,Petrol,Manual,First,1298.0,85.8,5.0,4.86,Maruti,Swift,6,17.5
Delhi,12248,Petrol,Manual,First,1197.0,81.86,5.0,4.9,Hyundai,Grand,3,18.9
Coimbatore,67771,Diesel,Manual,First,2498.0,112.0,8.0,7.06,Mahindra,Xylo,6,11.68
Delhi,60007,Petrol,Automatic,First,1798.0,189.0,4.0,4.5,Volkswagen,Polo,5,17.21
Coimbatore,48624,Petrol,Manual,First,998.0,67.1,5.0,3.22,Maruti,Alto,9,24.07
Kolkata,30000,Diesel,Manual,First,1199.0,73.9,5.0,3.25,Volkswagen,Polo,6,22.07
Delhi,81605,Petrol,Manual,First,1197.0,82.0,5.0,4.53,Hyundai,Grand,4,18.9
Coimbatore,32642,Diesel,Automatic,First,2143.0,170.0,5.0,34.78,Mercedes-Benz,New,3,14.84
Pune,34200,Petrol,Automatic,First,1591.0,121.3,5.0,6.5,Hyundai,Verna,6,15.74
Chennai,72204,Petrol,Manual,First,1172.0,67.0,5.0,2.25,Fiat,Punto,10,15.7
Pune,156347,Diesel,Manual,Second,2494.0,100.0,8.0,8.0,Toyota,Innova,9,12.99
Kochi,47357,Diesel,Automatic,First,1493.0,100.0,7.0,8.37,Mahindra,TUV,3,18.49
Coimbatore,61738,Diesel,Manual,First,1498.0,88.8,5.0,5.39,Volkswagen,Polo,5,20.14
Kochi,32586,Diesel,Automatic,First,1995.0,190.0,5.0,37.3,BMW,5,2,22.48
Coimbatore,40129,Diesel,Automatic,First,2987.0,,5.0,70.8,Mercedes-Benz,GLE,2,11.57
Mumbai,51000,Diesel,Automatic,First,2987.0,,5.0,22.25,Mercedes-Benz,M-Class,8,11.74
Kochi,10393,Petrol,Manual,First,1197.0,81.86,5.0,6.03,Hyundai,Grand,2,18.9
Mumbai,46000,Petrol,Automatic,First,1798.0,157.75,5.0,4.9,Skoda,Superb,9,13.7
Chennai,21000,Petrol,Automatic,First,1197.0,78.9,5.0,3.96,Hyundai,i10,7,16.95
Hyderabad,113562,Diesel,Manual,First,1396.0,90.0,5.0,4.6,Hyundai,i20,9,23.0
Mumbai,100010,Diesel,Manual,Second,2179.0,120.0,8.0,5.5,Mahindra,Scorpio,9,12.05
Mumbai,63107,Petrol,Manual,First,1198.0,86.8,5.0,3.25,Honda,Brio,7,19.4
Jaipur,58500,Petrol,Manual,First,1197.0,81.83,5.0,6.25,Hyundai,i20,3,18.6
Pune,90000,Diesel,Manual,Fourth & Above,2499.0,143.0,7.0,3.0,Ford,Endeavour,13,10.9
Chennai,108242,Diesel,Manual,First,1493.0,110.0,5.0,4.25,Hyundai,Verna,9,16.8
Pune,146300,Diesel,Manual,First,2982.0,171.0,7.0,12.25,Toyota,Fortuner,9,11.5
Pune,62943,Diesel,Automatic,Second,1995.0,184.0,5.0,10.95,BMW,X1,9,17.05
Delhi,65000,Diesel,Automatic,First,2982.0,168.5,7.0,16.5,Toyota,Fortuner,7,12.55
Pune,1700,Petrol,Automatic,First,1199.0,88.76,5.0,7.8,Honda,Amaze,2,19.0
Kochi,34697,Petrol,Manual,First,1086.0,68.05,5.0,3.7,Hyundai,i10,7,19.81
Hyderabad,58000,Petrol,Manual,First,1197.0,80.0,5.0,4.0,Hyundai,i20,8,17.0
Mumbai,32500,Diesel,Automatic,First,1995.0,187.74,5.0,26.75,BMW,3,5,19.59
Coimbatore,58661,Diesel,Automatic,First,1968.0,181.0,5.0,28.03,Audi,Q3,4,15.17
Kochi,37124,Petrol,Manual,First,1197.0,81.8,5.0,5.44,Maruti,Swift,3,20.4
Delhi,44000,Petrol,Automatic,First,1197.0,83.1,5.0,6.2,Maruti,Baleno,3,21.4
Kolkata,45200,Petrol,Manual,First,1495.0,94.0,5.0,0.9,Hyundai,Accent,15,13.2
Mumbai,11000,Petrol,Manual,First,1197.0,85.8,5.0,3.95,Maruti,Ritz,4,18.5
Pune,65000,Petrol,Manual,Second,624.0,35.0,4.0,0.44,Tata,Nano,9,26.0
Ahmedabad,55005,Diesel,Manual,First,1399.0,68.0,5.0,2.75,Ford,Figo,8,20.0
Hyderabad,81650,Diesel,Automatic,First,1968.0,167.7,5.0,7.5,Volkswagen,Passat,9,18.33
Chennai,160000,Diesel,Manual,Second,1248.0,93.0,5.0,2.5,Fiat,Linea,10,19.0
Hyderabad,169000,Diesel,Manual,First,2489.0,93.7,7.0,5.0,Mahindra,Xylo,5,14.95
Hyderabad,67263,Petrol,Manual,First,998.0,67.1,5.0,3.6,Maruti,Wagon,7,18.9
Kochi,44223,Petrol,Manual,First,1496.0,88.7,5.0,3.99,Toyota,Etios,8,17.6
Coimbatore,36840,Petrol,Manual,First,1197.0,82.0,5.0,5.64,Hyundai,Grand,5,18.9
Pune,160000,Diesel,Manual,First,2494.0,100.0,8.0,12.0,Toyota,Innova,6,12.99
Kolkata,133000,Diesel,Manual,First,1405.0,62.0,5.0,0.7,Tata,Indica,12,16.8
Mumbai,69123,Diesel,Automatic,First,1995.0,184.0,5.0,19.0,BMW,3,5,18.88
Delhi,38000,Diesel,Automatic,First,,197.0,7.0,30.48,Ford,Endeavour,3,10.91
Mumbai,5500,Petrol,Manual,First,1462.0,103.25,5.0,8.2,Maruti,Ciaz,3,21.56
Kolkata,1001,Diesel,Manual,First,1498.0,99.0,5.0,7.55,Ford,Figo,5,25.83
Pune,59000,Petrol,Manual,Third,1150.0,74.9,5.0,0.99,Chevrolet,Aveo,13,15.26
Delhi,78256,Petrol,Automatic,First,1497.0,118.0,5.0,4.15,Honda,City,9,16.8
Chennai,90000,Petrol,Manual,First,1498.0,97.6,5.0,6.2,Nissan,Sunny,4,16.95
Kolkata,18000,Petrol,Manual,First,1197.0,85.8,5.0,4.4,Maruti,Swift,4,19.1
Kolkata,60000,Diesel,Manual,First,1399.0,68.0,5.0,2.1,Ford,Figo,8,20.0
Jaipur,130000,Diesel,Manual,First,1248.0,75.0,5.0,2.2,Fiat,Grande,9,20.3
Coimbatore,32851,Petrol,Manual,First,1197.0,81.86,5.0,8.34,Hyundai,Elite,2,18.6
Kolkata,32000,Diesel,Manual,First,1248.0,74.0,5.0,4.35,Maruti,Swift,6,23.4
Hyderabad,62700,Diesel,Manual,First,1498.0,89.84,5.0,6.8,Ford,Ecosport,6,22.7
Jaipur,71000,Diesel,Manual,First,1248.0,73.9,5.0,3.3,Maruti,Swift,10,19.3
Kochi,19947,Petrol,Manual,First,1197.0,82.0,5.0,5.04,Hyundai,Grand,4,18.9
Hyderabad,91000,Diesel,Automatic,First,2953.0,153.86,7.0,9.2,Ford,Endeavour,8,11.4
Hyderabad,74000,Diesel,Manual,First,1199.0,73.9,5.0,5.7,Volkswagen,Polo,6,22.07
Kochi,55594,Diesel,Manual,First,1493.0,100.0,7.0,8.48,Mahindra,TUV,2,18.49
Hyderabad,58000,Diesel,Automatic,First,2993.0,,4.0,48.0,BMW,X6,7,11.2
Hyderabad,110224,Diesel,Manual,First,1461.0,108.45,5.0,6.1,Renault,Duster,8,19.01
Ahmedabad,21002,Petrol,Manual,First,998.0,67.04,5.0,2.75,Maruti,Wagon,10,22.5
Pune,121000,Diesel,Manual,First,1248.0,88.5,7.0,8.0,Maruti,Ertiga,3,24.52
Jaipur,73513,Petrol,Manual,First,796.0,46.3,5.0,1.85,Maruti,Alto,10,19.7
Jaipur,34000,Petrol,Automatic,First,998.0,67.0,5.0,3.85,Maruti,Wagon,5,20.51
Coimbatore,28371,Petrol,Manual,First,1196.0,73.0,7.0,4.74,Maruti,Eeco,3,15.1
Kochi,74755,Diesel,Manual,First,1461.0,108.45,5.0,5.63,Renault,Duster,7,19.6
Kochi,25805,Petrol,Manual,First,1061.0,64.0,5.0,2.62,Maruti,Zen,9,18.2
Kochi,82603,Petrol,Manual,First,1598.0,102.53,5.0,4.9,Renault,Duster,5,13.06
Chennai,110000,Petrol,Manual,First,1799.0,130.0,5.0,2.65,Honda,Civic,14,13.5
Delhi,88000,Diesel,Manual,First,2179.0,140.0,7.0,5.99,Mahindra,XUV500,8,16.0
Chennai,110000,Diesel,Manual,Second,1461.0,64.1,5.0,2.4,Mahindra,Verito,9,21.0
Delhi,15000,Petrol,Manual,First,999.0,67.0,5.0,4.25,Renault,KWID,3,21.7
Mumbai,70000,Diesel,Automatic,First,2967.0,,5.0,40.0,Porsche,Cayenne,7,15.15
Pune,150000,Diesel,Manual,Second,1248.0,74.0,5.0,2.7,Maruti,Swift,12,28.4
Hyderabad,19000,Petrol,Manual,First,1198.0,67.0,5.0,2.99,Datsun,GO,4,20.63
Chennai,37442,Petrol,Manual,First,1197.0,80.0,5.0,3.4,Hyundai,i20,9,18.5
Coimbatore,63111,Diesel,Automatic,Second,1995.0,190.0,5.0,30.8,BMW,5,4,18.12
Mumbai,88000,Diesel,Manual,First,1248.0,88.8,7.0,5.85,Maruti,Ertiga,8,20.77
Jaipur,42355,Petrol,Manual,First,1197.0,82.0,5.0,4.0,Hyundai,Grand,6,18.9
Coimbatore,75871,Petrol,Automatic,First,2996.0,,5.0,14.12,BMW,3,9,9.43
Mumbai,65000,Diesel,Manual,First,1998.0,163.7,5.0,4.55,Chevrolet,Cruze,9,17.9
Pune,69000,Diesel,Automatic,First,2987.0,165.0,5.0,38.0,Mercedes-Benz,M-Class,5,
Jaipur,79232,Diesel,Manual,First,1248.0,73.9,5.0,2.9,Maruti,Ritz,9,21.1
Pune,220000,Petrol,Automatic,Second,1796.0,186.0,5.0,6.0,Mercedes-Benz,New,13,11.74
Kochi,28470,Petrol,Manual,First,1197.0,81.83,5.0,6.95,Hyundai,i20,4,18.6
Kolkata,9759,Petrol,Manual,First,998.0,68.05,5.0,2.75,Hyundai,EON,6,20.3
Pune,75216,Diesel,Manual,First,1248.0,74.0,5.0,5.1,Maruti,Swift,6,22.9
Chennai,8000,Petrol,Manual,First,1197.0,81.83,5.0,6.75,Hyundai,i20,3,18.6
Mumbai,59451,Petrol,Manual,First,1197.0,85.8,5.0,3.69,Maruti,Ritz,6,18.5
Hyderabad,53996,Diesel,Manual,First,1248.0,74.0,5.0,5.45,Maruti,Swift,7,22.9
